clip,component,split
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16649_Weather12,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16650_Weather13,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16651_Weather14,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16655_Weather18,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16657_Weather20,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16658_Weather21,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16659_Weather22,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16662_Weather25,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16663_Weather0,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16664_Weather1,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16665_Weather2,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16670_Weather7,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16673_Weather10,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16676_Weather13,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16681_Weather18,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16682_Weather19,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16683_Weather20,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16684_Weather21,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16685_Weather22,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16688_Weather25,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16690_Weather1,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16691_Weather2,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16701_Weather12,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16704_Weather15,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route876_Weather18,base,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route877_Weather19,base,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route878_Weather20,base,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route879_Weather21,base,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route946_Weather10,base,train
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route979_Weather9,base,val
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3903_Weather23,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3904_Weather25,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3905_Weather0,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3906_Weather1,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3907_Weather2,weak,val
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3908_Weather3,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3909_Weather3,weak,val
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3910_Weather5,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3911_Weather6,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3913_Weather8,weak,val
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3914_Weather9,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3915_Weather10,weak,val
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3916_Weather11,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3918_Weather13,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3919_Weather14,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3920_Weather15,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3921_Weather8,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route3922_Weather9,weak,train
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route648_Weather23,base,train
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route650_Weather0,base,train
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route651_Weather1,base,train
VanillaNonSignalizedTurnEncounterStopsign_Town13_Route690_Weather14,base,train
VanillaNonSignalizedTurnEncounterStopsign_Town15_Route454_Weather12,base,train
VanillaNonSignalizedTurnEncounterStopsign_Town15_Route455_Weather13,base,train
VanillaNonSignalizedTurnEncounterStopsign_Town15_Route493_Weather25,base,train
VanillaNonSignalizedTurnEncounterStopsign_Town15_Route494_Weather0,base,train
VanillaNonSignalizedTurnEncounterStopsign_Town15_Route509_Weather15,base,train
VanillaNonSignalizedTurnEncounterStopsign_Town15_Route530_Weather10,base,train
VanillaNonSignalizedTurnEncounterStopsign_Town15_Route535_Weather15,base,train
VanillaSignalizedTurnEncounterGreenLight_Town03_Route137_Weather7,base,train
VanillaSignalizedTurnEncounterGreenLight_Town03_Route139_Weather9,base,train
VanillaSignalizedTurnEncounterGreenLight_Town04_Route196_Weather14,base,train
VanillaSignalizedTurnEncounterGreenLight_Town04_Route197_Weather15,base,train
VanillaSignalizedTurnEncounterGreenLight_Town04_Route198_Weather8,base,train
VanillaSignalizedTurnEncounterGreenLight_Town05_Route250_Weather8,base,train
VanillaSignalizedTurnEncounterGreenLight_Town05_Route251_Weather9,base,train
VanillaSignalizedTurnEncounterGreenLight_Town05_Route252_Weather21,base,train
VanillaSignalizedTurnEncounterGreenLight_Town07_Route354_Weather8,base,val
VanillaSignalizedTurnEncounterGreenLight_Town07_Route355_Weather9,base,train
VanillaSignalizedTurnEncounterGreenLight_Town07_Route356_Weather18,base,train
VanillaSignalizedTurnEncounterGreenLight_Town10HD_Route386_Weather22,base,train
VanillaSignalizedTurnEncounterGreenLight_Town10HD_Route387_Weather23,base,train
VanillaSignalizedTurnEncounterGreenLight_Town10HD_Route392_Weather2,base,train
VanillaSignalizedTurnEncounterGreenLight_Town12_Route868_Weather10,base,train
VanillaSignalizedTurnEncounterGreenLight_Town12_Route869_Weather11,base,train
VanillaSignalizedTurnEncounterGreenLight_Town12_Route870_Weather12,base,train
VanillaSignalizedTurnEncounterGreenLight_Town12_Route871_Weather13,base,train
VanillaSignalizedTurnEncounterGreenLight_Town12_Route944_Weather8,base,train
VanillaSignalizedTurnEncounterGreenLight_Town13_Route640_Weather8,base,train
VanillaSignalizedTurnEncounterGreenLight_Town13_Route641_Weather9,base,train
VanillaSignalizedTurnEncounterGreenLight_Town13_Route642_Weather18,base,train
VanillaSignalizedTurnEncounterGreenLight_Town13_Route643_Weather19,base,train
VanillaSignalizedTurnEncounterGreenLight_Town15_Route451_Weather9,base,train
VanillaSignalizedTurnEncounterGreenLight_Town15_Route489_Weather21,base,train
VanillaSignalizedTurnEncounterGreenLight_Town15_Route490_Weather22,base,train
VanillaSignalizedTurnEncounterGreenLight_Town15_Route507_Weather13,base,train
VanillaSignalizedTurnEncounterRedLight_Town03_Route140_Weather10,base,train
VanillaSignalizedTurnEncounterRedLight_Town03_Route141_Weather11,base,train
VanillaSignalizedTurnEncounterRedLight_Town03_Route142_Weather12,base,train
VanillaSignalizedTurnEncounterRedLight_Town04_Route199_Weather9,base,train
VanillaSignalizedTurnEncounterRedLight_Town04_Route200_Weather18,base,train
VanillaSignalizedTurnEncounterRedLight_Town04_Route201_Weather19,base,train
VanillaSignalizedTurnEncounterRedLight_Town05_Route253_Weather19,base,train
VanillaSignalizedTurnEncounterRedLight_Town05_Route254_Weather20,base,train
VanillaSignalizedTurnEncounterRedLight_Town05_Route255_Weather21,base,train
VanillaSignalizedTurnEncounterRedLight_Town07_Route357_Weather19,base,train
VanillaSignalizedTurnEncounterRedLight_Town07_Route358_Weather20,base,train
VanillaSignalizedTurnEncounterRedLight_Town07_Route359_Weather21,base,val
VanillaSignalizedTurnEncounterRedLight_Town10HD_Route24840_Weather26,weak,val
VanillaSignalizedTurnEncounterRedLight_Town10HD_Route388_Weather23,base,train
VanillaSignalizedTurnEncounterRedLight_Town10HD_Route389_Weather25,base,train
VanillaSignalizedTurnEncounterRedLight_Town10HD_Route393_Weather3,base,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route1054_Weather14,base,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15458_Weather9,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15459_Weather18,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15460_Weather19,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15461_Weather20,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15462_Weather21,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15463_Weather22,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15464_Weather23,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15465_Weather23,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15466_Weather25,weak,val
VanillaSignalizedTurnEncounterRedLight_Town12_Route15467_Weather0,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15468_Weather1,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15469_Weather2,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15470_Weather3,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15472_Weather5,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15473_Weather6,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15474_Weather7,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15475_Weather8,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15477_Weather10,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15478_Weather11,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15479_Weather12,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15481_Weather14,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15482_Weather15,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15483_Weather8,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15484_Weather9,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15485_Weather18,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15486_Weather19,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15487_Weather20,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15488_Weather21,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15489_Weather22,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15490_Weather23,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15493_Weather0,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15494_Weather1,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15495_Weather2,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15496_Weather3,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15497_Weather3,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15498_Weather5,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15500_Weather7,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15501_Weather8,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15502_Weather9,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15503_Weather10,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15504_Weather11,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15505_Weather12,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15506_Weather13,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15507_Weather14,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15508_Weather15,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15509_Weather8,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15510_Weather9,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15511_Weather18,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15512_Weather19,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15513_Weather20,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15514_Weather21,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15515_Weather22,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15518_Weather25,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15519_Weather0,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15520_Weather1,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15521_Weather2,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15523_Weather3,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15524_Weather5,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15525_Weather6,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15526_Weather7,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15527_Weather8,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15529_Weather10,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15530_Weather11,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15531_Weather12,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15532_Weather13,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15533_Weather14,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15534_Weather15,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15537_Weather18,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15539_Weather20,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15540_Weather21,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15541_Weather22,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15544_Weather25,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15545_Weather0,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15547_Weather2,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15550_Weather5,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15551_Weather6,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15552_Weather7,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15555_Weather10,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15558_Weather13,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15559_Weather14,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15560_Weather15,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15564_Weather19,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15567_Weather22,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15577_Weather6,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route15582_Weather11,weak,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route872_Weather14,base,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route874_Weather8,base,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route875_Weather9,base,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route945_Weather9,base,train
VanillaSignalizedTurnEncounterRedLight_Town12_Route969_Weather7,base,train
VanillaSignalizedTurnEncounterRedLight_Town13_Route3865_Weather12,weak,train
VanillaSignalizedTurnEncounterRedLight_Town13_Route3866_Weather13,weak,val
VanillaSignalizedTurnEncounterRedLight_Town13_Route3870_Weather9,weak,train
VanillaSignalizedTurnEncounterRedLight_Town13_Route3871_Weather18,weak,train
VanillaSignalizedTurnEncounterRedLight_Town13_Route3872_Weather19,weak,train
VanillaSignalizedTurnEncounterRedLight_Town13_Route3873_Weather20,weak,train
VanillaSignalizedTurnEncounterRedLight_Town13_Route3874_Weather21,weak,val
VanillaSignalizedTurnEncounterRedLight_Town13_Route3876_Weather23,weak,train
VanillaSignalizedTurnEncounterRedLight_Town13_Route3877_Weather23,weak,train
VanillaSignalizedTurnEncounterRedLight_Town13_Route3878_Weather25,weak,train
VanillaSignalizedTurnEncounterRedLight_Town13_Route3879_Weather0,weak,train
VanillaSignalizedTurnEncounterRedLight_Town13_Route3880_Weather1,weak,val
VanillaSignalizedTurnEncounterRedLight_Town13_Route3881_Weather2,weak,train
VanillaSignalizedTurnEncounterRedLight_Town13_Route3882_Weather3,weak,train
VanillaSignalizedTurnEncounterRedLight_Town13_Route603_Weather15,base,train
VanillaSignalizedTurnEncounterRedLight_Town13_Route644_Weather20,base,train
VanillaSignalizedTurnEncounterRedLight_Town13_Route645_Weather21,base,train
VanillaSignalizedTurnEncounterRedLight_Town13_Route646_Weather22,base,train
VanillaSignalizedTurnEncounterRedLight_Town13_Route647_Weather23,base,train
VanillaSignalizedTurnEncounterRedLight_Town13_Route689_Weather13,base,train
VanillaSignalizedTurnEncounterRedLight_Town15_Route452_Weather10,base,train
VanillaSignalizedTurnEncounterRedLight_Town15_Route491_Weather23,base,val
VanillaSignalizedTurnEncounterRedLight_Town15_Route492_Weather23,base,train
VehicleOpensDoorTwoWays_Town12_Route1196_Weather0,base,train
VehicleOpensDoorTwoWays_Town12_Route1197_Weather1,base,train
VehicleOpensDoorTwoWays_Town12_Route1203_Weather7,base,val
VehicleTurningRoutePedestrian_Town12_Route1027_Weather13,base,train
VehicleTurningRoutePedestrian_Town12_Route1040_Weather0,base,train
VehicleTurningRoutePedestrian_Town12_Route826_Weather20,base,train
VehicleTurningRoutePedestrian_Town12_Route827_Weather22,base,train
VehicleTurningRoutePedestrian_Town12_Route829_Weather25,base,train
VehicleTurningRoutePedestrian_Town12_Route970_Weather8,base,train
VehicleTurningRoutePedestrian_Town12_Route999_Weather11,base,train
VehicleTurningRoutePedestrian_Town13_Route607_Weather19,base,train
VehicleTurningRoutePedestrian_Town13_Route609_Weather21,base,train
VehicleTurningRoutePedestrian_Town13_Route610_Weather12,base,train
VehicleTurningRoutePedestrian_Town13_Route680_Weather10,base,train
VehicleTurningRoutePedestrian_Town13_Route702_Weather14,base,train
VehicleTurningRoutePedestrian_Town13_Route703_Weather1,base,train
VehicleTurningRoutePedestrian_Town15_Route1387_Weather1,base,train
VehicleTurningRoutePedestrian_Town15_Route481_Weather19,base,val
VehicleTurningRoutePedestrian_Town15_Route482_Weather20,base,train
VehicleTurningRoutePedestrian_Town15_Route523_Weather2,base,train
VehicleTurningRoute_Town12_Route1026_Weather12,base,train
VehicleTurningRoute_Town12_Route822_Weather18,base,train
VehicleTurningRoute_Town12_Route824_Weather20,base,train
VehicleTurningRoute_Town12_Route825_Weather21,base,train
VehicleTurningRoute_Town12_Route933_Weather23,base,train
VehicleTurningRoute_Town12_Route997_Weather9,base,train
VehicleTurningRoute_Town13_Route605_Weather9,base,train
VehicleTurningRoute_Town13_Route606_Weather18,base,train
VehicleTurningRoute_Town13_Route679_Weather3,base,train
VehicleTurningRoute_Town13_Route698_Weather22,base,train
VehicleTurningRoute_Town13_Route699_Weather23,base,train
VehicleTurningRoute_Town13_Route700_Weather23,base,train
VehicleTurningRoute_Town15_Route1367_Weather3,base,train
VehicleTurningRoute_Town15_Route1368_Weather5,base,train
VehicleTurningRoute_Town15_Route1369_Weather6,base,train
VehicleTurningRoute_Town15_Route1370_Weather7,base,train
VehicleTurningRoute_Town15_Route1374_Weather13,base,train
VehicleTurningRoute_Town15_Route1376_Weather15,base,train
VehicleTurningRoute_Town15_Route1377_Weather8,base,train
VehicleTurningRoute_Town15_Route1378_Weather9,base,train
VehicleTurningRoute_Town15_Route1379_Weather18,base,train
VehicleTurningRoute_Town15_Route1380_Weather19,base,train
VehicleTurningRoute_Town15_Route443_Weather1,base,train
VehicleTurningRoute_Town15_Route479_Weather11,base,train
VehicleTurningRoute_Town15_Route480_Weather18,base,train
VehicleTurningRoute_Town15_Route504_Weather10,base,val
VehicleTurningRoute_Town15_Route519_Weather25,base,train
YieldToEmergencyVehicle_Town03_Route148_Weather18,base,train
YieldToEmergencyVehicle_Town03_Route25378_Weather9,weak,train
YieldToEmergencyVehicle_Town03_Route25427_Weather12,weak,val
YieldToEmergencyVehicle_Town04_Route165_Weather7,base,train
YieldToEmergencyVehicle_Town04_Route166_Weather10,base,val
YieldToEmergencyVehicle_Town12_Route1809_Weather9,weak,train
YieldToEmergencyVehicle_Town12_Route20598_Weather5,weak,train
YieldToEmergencyVehicle_Town12_Route20604_Weather11,weak,train
YieldToEmergencyVehicle_Town12_Route20606_Weather13,weak,train
YieldToEmergencyVehicle_Town12_Route20614_Weather21,weak,train
YieldToEmergencyVehicle_Town12_Route20623_Weather3,weak,train
YieldToEmergencyVehicle_Town12_Route20625_Weather6,weak,train
YieldToEmergencyVehicle_Town12_Route20626_Weather7,weak,train
YieldToEmergencyVehicle_Town12_Route20629_Weather10,weak,train
YieldToEmergencyVehicle_Town12_Route20639_Weather20,weak,train
YieldToEmergencyVehicle_Town12_Route20641_Weather22,weak,train
YieldToEmergencyVehicle_Town12_Route20646_Weather1,weak,train
YieldToEmergencyVehicle_Town12_Route20647_Weather2,weak,train
YieldToEmergencyVehicle_Town12_Route20648_Weather3,weak,train
YieldToEmergencyVehicle_Town12_Route20652_Weather7,weak,train
YieldToEmergencyVehicle_Town12_Route20654_Weather9,weak,train
YieldToEmergencyVehicle_Town12_Route20662_Weather9,weak,train
YieldToEmergencyVehicle_Town12_Route20663_Weather18,weak,train
YieldToEmergencyVehicle_Town12_Route20666_Weather21,weak,train
YieldToEmergencyVehicle_Town12_Route20667_Weather22,weak,train
YieldToEmergencyVehicle_Town12_Route20668_Weather23,weak,train
YieldToEmergencyVehicle_Town12_Route20672_Weather1,weak,train
YieldToEmergencyVehicle_Town12_Route20679_Weather8,weak,train
YieldToEmergencyVehicle_Town12_Route20681_Weather10,weak,train
YieldToEmergencyVehicle_Town12_Route20682_Weather11,weak,train
YieldToEmergencyVehicle_Town12_Route20687_Weather8,weak,train
YieldToEmergencyVehicle_Town12_Route20691_Weather20,weak,train
YieldToEmergencyVehicle_Town12_Route20694_Weather23,weak,train
YieldToEmergencyVehicle_Town12_Route20698_Weather1,weak,train
YieldToEmergencyVehicle_Town12_Route20701_Weather3,weak,train
YieldToEmergencyVehicle_Town12_Route20703_Weather6,weak,train
YieldToEmergencyVehicle_Town12_Route20705_Weather8,weak,train
YieldToEmergencyVehicle_Town12_Route20708_Weather11,weak,train
YieldToEmergencyVehicle_Town12_Route20718_Weather21,weak,train
YieldToEmergencyVehicle_Town12_Route20720_Weather23,weak,train
YieldToEmergencyVehicle_Town12_Route20726_Weather3,weak,train
YieldToEmergencyVehicle_Town12_Route20727_Weather3,weak,train
YieldToEmergencyVehicle_Town12_Route20729_Weather6,weak,train
YieldToEmergencyVehicle_Town12_Route20733_Weather10,weak,train
YieldToEmergencyVehicle_Town12_Route20734_Weather11,weak,train
YieldToEmergencyVehicle_Town12_Route20740_Weather9,weak,train
YieldToEmergencyVehicle_Town12_Route20745_Weather22,weak,train
YieldToEmergencyVehicle_Town12_Route20750_Weather1,weak,train
YieldToEmergencyVehicle_Town12_Route20751_Weather2,weak,train
YieldToEmergencyVehicle_Town12_Route20755_Weather6,weak,train
YieldToEmergencyVehicle_Town12_Route20762_Weather13,weak,train
YieldToEmergencyVehicle_Town12_Route20768_Weather19,weak,train
YieldToEmergencyVehicle_Town12_Route20769_Weather20,weak,train
YieldToEmergencyVehicle_Town12_Route20773_Weather23,weak,train
YieldToEmergencyVehicle_Town12_Route20774_Weather25,weak,train
YieldToEmergencyVehicle_Town12_Route20775_Weather0,weak,val
YieldToEmergencyVehicle_Town12_Route20777_Weather2,weak,train
YieldToEmergencyVehicle_Town12_Route20778_Weather3,weak,train
YieldToEmergencyVehicle_Town12_Route20785_Weather10,weak,train
YieldToEmergencyVehicle_Town12_Route20791_Weather8,weak,train
YieldToEmergencyVehicle_Town12_Route20796_Weather21,weak,train
YieldToEmergencyVehicle_Town12_Route20802_Weather1,weak,train
YieldToEmergencyVehicle_Town12_Route20806_Weather5,weak,train
YieldToEmergencyVehicle_Town12_Route20811_Weather10,weak,train
YieldToEmergencyVehicle_Town12_Route20815_Weather14,weak,train
YieldToEmergencyVehicle_Town12_Route20826_Weather25,weak,train
YieldToEmergencyVehicle_Town12_Route20828_Weather1,weak,train
YieldToEmergencyVehicle_Town12_Route20830_Weather3,weak,train
YieldToEmergencyVehicle_Town12_Route20832_Weather5,weak,train
YieldToEmergencyVehicle_Town12_Route20836_Weather9,weak,train
YieldToEmergencyVehicle_Town12_Route20840_Weather13,weak,train
YieldToEmergencyVehicle_Town12_Route20843_Weather8,weak,train
YieldToEmergencyVehicle_Town12_Route20855_Weather2,weak,train
YieldToEmergencyVehicle_Town12_Route20860_Weather7,weak,train
YieldToEmergencyVehicle_Town12_Route20862_Weather9,weak,train
YieldToEmergencyVehicle_Town12_Route20865_Weather12,weak,train
YieldToEmergencyVehicle_Town12_Route20866_Weather13,weak,train
YieldToEmergencyVehicle_Town12_Route20867_Weather14,weak,train
YieldToEmergencyVehicle_Town12_Route2587_Weather7,weak,train
YieldToEmergencyVehicle_Town12_Route2599_Weather19,weak,train
YieldToEmergencyVehicle_Town12_Route778_Weather14,base,train
YieldToEmergencyVehicle_Town12_Route779_Weather25,base,train
YieldToEmergencyVehicle_Town12_Route781_Weather8,base,train
YieldToEmergencyVehicle_Town12_Route917_Weather7,base,train
YieldToEmergencyVehicle_Town12_Route918_Weather8,base,train
YieldToEmergencyVehicle_Town12_Route919_Weather11,base,train
YieldToEmergencyVehicle_Town13_Route3366_Weather7,weak,val
YieldToEmergencyVehicle_Town13_Route3368_Weather9,weak,val
YieldToEmergencyVehicle_Town13_Route560_Weather14,base,train
YieldToEmergencyVehicle_Town13_Route561_Weather14,base,train
YieldToEmergencyVehicle_Town13_Route562_Weather15,base,train
YieldToEmergencyVehicle_Town13_Route673_Weather23,base,train
YieldToEmergencyVehicle_Town13_Route675_Weather25,base,train
YieldToEmergencyVehicle_Town15_Route423_Weather7,base,train
YieldToEmergencyVehicle_Town15_Route424_Weather8,base,train
YieldToEmergencyVehicle_Town15_Route425_Weather9,base,train
