clip,component,entries,reassigned,reassigned_pct,already_ok,no_consensus,target_absent,ego_entries,ego_unverified,ok_before,ok_after,ok_before_pct,ok_after_pct,bbox_changed_frames,affects_ego_changed_entries
OppositeVehicleRunningRedLight_Town13_Route587_Weather15,base,536,0,0.0,536,0,0,48,0,536,536,100.0,100.0,0,0
OppositeVehicleRunningRedLight_Town13_Route588_Weather8,base,564,0,0.0,564,0,0,45,0,564,564,100.0,100.0,0,0
OppositeVehicleRunningRedLight_Town13_Route590_Weather18,base,520,0,0.0,520,0,0,43,0,520,520,100.0,100.0,0,0
OppositeVehicleRunningRedLight_Town15_Route440_Weather23,base,604,0,0.0,453,151,0,44,0,604,604,100.0,100.0,0,0
OppositeVehicleRunningRedLight_Town15_Route475_Weather7,base,560,0,0.0,560,0,0,53,0,560,560,100.0,100.0,0,0
OppositeVehicleTakingPriority_Town03_Route128_Weather23,base,613,0,0.0,0,613,0,0,0,286,613,46.7,100.0,0,0
OppositeVehicleTakingPriority_Town03_Route155_Weather25,base,236,0,0.0,0,236,0,0,0,90,228,38.1,96.6,0,0
OppositeVehicleTakingPriority_Town04_Route187_Weather5,base,11392,0,0.0,7874,3518,0,0,0,11392,11392,100.0,100.0,0,0
OppositeVehicleTakingPriority_Town04_Route188_Weather6,base,11072,0,0.0,7682,3390,0,0,0,11072,11072,100.0,100.0,0,0
OppositeVehicleTakingPriority_Town04_Route189_Weather7,base,2403,0,0.0,1770,633,0,0,0,2403,2403,100.0,100.0,0,0
OppositeVehicleTakingPriority_Town04_Route214_Weather6,base,2772,0,0.0,2263,509,0,0,0,2772,2772,100.0,100.0,0,0
OppositeVehicleTakingPriority_Town05_Route241_Weather7,base,2229,0,0.0,0,2229,0,0,0,0,0,0.0,0.0,0,0
OppositeVehicleTakingPriority_Town05_Route242_Weather15,base,1820,0,0.0,0,1820,0,0,0,0,0,0.0,0.0,0,0
OppositeVehicleTakingPriority_Town05_Route243_Weather9,base,905,0,0.0,0,905,0,0,0,0,0,0.0,0.0,0,0
OppositeVehicleTakingPriority_Town05_Route270_Weather6,base,1901,0,0.0,0,1901,0,0,0,0,0,0.0,0.0,0,0
ParkedObstacleTwoWays_Town12_Route1165_Weather21,base,931,0,0.0,931,0,0,0,0,931,931,100.0,100.0,0,0
ParkedObstacleTwoWays_Town12_Route1181_Weather11,base,1916,0,0.0,0,1916,0,0,0,958,958,50.0,50.0,0,0
ParkedObstacleTwoWays_Town12_Route1182_Weather12,base,988,0,0.0,988,0,0,0,0,988,988,100.0,100.0,0,0
ParkedObstacleTwoWays_Town13_Route1333_Weather26,base,1021,0,0.0,763,258,0,0,0,1021,1021,100.0,100.0,0,0
ParkedObstacleTwoWays_Town13_Route1334_Weather26,base,1196,0,0.0,1196,0,0,0,0,1196,1196,100.0,100.0,0,0
ParkedObstacleTwoWays_Town13_Route1336_Weather26,base,1959,0,0.0,1959,0,0,0,0,1959,1959,100.0,100.0,0,0
ParkedObstacle_Town03_Route103_Weather25,base,1052,0,0.0,0,1052,0,0,0,676,900,64.3,85.6,0,0
ParkedObstacle_Town03_Route147_Weather0,base,1028,0,0.0,0,1028,0,0,0,663,882,64.5,85.8,0,0
ParkedObstacle_Town03_Route157_Weather1,base,1083,0,0.0,0,1083,0,0,0,695,926,64.2,85.5,0,0
ParkedObstacle_Town05_Route221_Weather13,base,530,0,0.0,0,530,0,0,0,44,44,8.3,8.3,0,0
ParkedObstacle_Town05_Route262_Weather1,base,402,0,0.0,0,402,0,0,0,0,0,0.0,0.0,0,0
ParkedObstacle_Town10HD_Route371_Weather7,base,266,0,0.0,0,266,0,0,0,0,0,0.0,0.0,0,0
ParkedObstacle_Town10HD_Route372_Weather8,base,285,0,0.0,0,285,0,0,0,0,0,0.0,0.0,0,0
ParkedObstacle_Town12_Route958_Weather22,base,1196,0,0.0,752,444,0,0,0,904,752,75.6,62.9,0,0
ParkedObstacle_Town12_Route959_Weather23,base,539,0,0.0,404,135,0,0,0,539,539,100.0,100.0,0,0
ParkedObstacle_Town13_Route554_Weather12,base,477,0,0.0,477,0,0,0,0,477,318,100.0,66.7,0,0
ParkedObstacle_Town13_Route555_Weather9,base,3100,0,0.0,3100,0,0,0,0,3100,3100,100.0,100.0,0,0
ParkingCrossingPedestrian_Town12_Route758_Weather3,base,1704,0,0.0,0,1704,0,0,0,1704,1704,100.0,100.0,0,0
ParkingCrossingPedestrian_Town12_Route896_Weather12,base,440,0,0.0,440,0,0,0,0,440,440,100.0,100.0,0,0
ParkingCrossingPedestrian_Town12_Route898_Weather14,base,456,0,0.0,456,0,0,0,0,456,456,100.0,100.0,0,0
ParkingCrossingPedestrian_Town12_Route952_Weather8,base,468,0,0.0,0,468,0,0,0,234,234,50.0,50.0,0,0
ParkingCrossingPedestrian_Town13_Route545_Weather25,base,463,0,0.0,345,118,0,0,0,463,463,100.0,100.0,0,0
ParkingCrossingPedestrian_Town13_Route669_Weather19,base,3028,0,0.0,2284,744,0,0,0,2677,2677,88.4,88.4,0,0
ParkingCrossingPedestrian_Town13_Route728_Weather0,base,492,0,0.0,492,0,0,0,0,492,492,100.0,100.0,0,0
ParkingCutIn_Town13_Route1342_Weather0,base,590,0,0.0,590,0,0,0,0,590,590,100.0,100.0,0,0
ParkingCutIn_Town13_Route1344_Weather2,base,345,0,0.0,345,0,0,0,0,345,345,100.0,100.0,0,0
ParkingCutIn_Town13_Route1346_Weather5,base,1116,0,0.0,1116,0,0,0,0,1116,1116,100.0,100.0,0,0
ParkingCutIn_Town13_Route1349_Weather10,base,357,0,0.0,357,0,0,0,0,357,357,100.0,100.0,0,0
ParkingCutIn_Town13_Route546_Weather0,base,111,0,0.0,111,0,0,0,0,111,111,100.0,100.0,0,0
ParkingCutIn_Town13_Route547_Weather1,base,471,0,0.0,471,0,0,0,0,471,471,100.0,100.0,0,0
ParkingCutIn_Town13_Route549_Weather3,base,1445,0,0.0,1445,0,0,0,0,1445,1445,100.0,100.0,0,0
ParkingCutIn_Town13_Route670_Weather20,base,463,0,0.0,463,0,0,0,0,463,463,100.0,100.0,0,0
ParkingCutIn_Town13_Route671_Weather21,base,1724,0,0.0,1724,0,0,0,0,1724,1724,100.0,100.0,0,0
ParkingCutIn_Town13_Route696_Weather20,base,499,0,0.0,499,0,0,0,0,499,499,100.0,100.0,0,0
ParkingCutIn_Town13_Route729_Weather1,base,351,0,0.0,351,0,0,0,0,351,351,100.0,100.0,0,0
ParkingExit_Town12_Route786_Weather6,base,452,0,0.0,452,0,0,0,0,452,452,100.0,100.0,0,0
ParkingExit_Town12_Route922_Weather12,base,436,0,0.0,436,0,0,0,0,436,436,100.0,100.0,0,0
ParkingExit_Town13_Route567_Weather21,base,555,0,0.0,0,555,0,0,0,240,55,43.2,9.9,0,0
ParkingExit_Town13_Route568_Weather22,base,404,0,0.0,357,0,47,0,0,357,357,88.4,88.4,0,0
ParkingExit_Town13_Route569_Weather23,base,459,0,0.0,459,0,0,0,0,459,459,100.0,100.0,0,0
ParkingExit_Town13_Route677_Weather1,base,2869,0,0.0,2869,0,0,0,0,2869,2869,100.0,100.0,0,0
ParkingExit_Town13_Route697_Weather21,base,448,0,0.0,448,0,0,0,0,448,448,100.0,100.0,0,0
ParkingExit_Town13_Route732_Weather3,base,1285,0,0.0,1285,0,0,0,0,1285,1285,100.0,100.0,0,0
PedestrianCrossing_Town12_Route1013_Weather25,base,1266,0,0.0,1047,219,0,151,0,1266,1266,100.0,100.0,0,0
PedestrianCrossing_Town12_Route867_Weather9,base,436,0,0.0,327,109,0,44,0,436,436,100.0,100.0,0,0
PedestrianCrossing_Town13_Route636_Weather12,base,2092,0,0.0,2092,0,0,453,0,2092,2092,100.0,100.0,0,0
PedestrianCrossing_Town13_Route638_Weather14,base,2060,0,0.0,2060,0,0,453,0,2060,2060,100.0,100.0,0,0
PedestrianCrossing_Town13_Route687_Weather11,base,488,0,0.0,488,0,0,52,0,488,488,100.0,100.0,0,0
PedestrianCrossing_Town13_Route716_Weather14,base,2044,0,0.0,2044,0,0,450,0,2044,2044,100.0,100.0,0,0
PedestrianCrossing_Town13_Route718_Weather8,base,2028,0,0.0,2028,0,0,447,0,2028,2028,100.0,100.0,0,0
PedestrianCrossing_Town13_Route736_Weather8,base,2052,0,0.0,2052,0,0,449,0,2052,2052,100.0,100.0,0,0
PedestrianCrossing_Town15_Route448_Weather6,base,1476,0,0.0,1476,0,0,304,0,1476,1476,100.0,100.0,0,0
PedestrianCrossing_Town15_Route506_Weather12,base,1576,0,0.0,1182,394,0,315,0,1576,1576,100.0,100.0,0,0
PedestrianCrossing_Town15_Route526_Weather6,base,1496,0,0.0,1496,0,0,300,0,1496,1496,100.0,100.0,0,0
SignalizedJunctionLeftTurnEnterFlow_Town12_Route1020_Weather6,base,648,0,0.0,486,162,0,89,0,648,648,100.0,100.0,0,0
SignalizedJunctionLeftTurnEnterFlow_Town12_Route1034_Weather20,base,867,0,0.0,447,420,0,88,0,670,670,77.3,77.3,0,0
SignalizedJunctionLeftTurnEnterFlow_Town12_Route887_Weather3,base,604,0,0.0,453,151,0,80,0,604,604,100.0,100.0,0,0
SignalizedJunctionLeftTurnEnterFlow_Town12_Route981_Weather19,base,592,0,0.0,444,148,0,74,0,592,592,100.0,100.0,0,0
SignalizedJunctionLeftTurnEnterFlow_Town13_Route1627_Weather3,base,604,0,0.0,0,604,0,83,0,302,302,50.0,50.0,0,0
SignalizedJunctionLeftTurnEnterFlow_Town13_Route1629_Weather6,base,608,0,0.0,608,0,0,83,0,608,608,100.0,100.0,0,0
SignalizedJunctionLeftTurnEnterFlow_Town13_Route1630_Weather7,base,1154,0,0.0,1122,0,32,82,0,1122,1122,97.2,97.2,0,0
SignalizedJunctionLeftTurnEnterFlow_Town13_Route1631_Weather10,base,600,0,0.0,0,600,0,62,62,300,300,50.0,50.0,0,0
SignalizedJunctionLeftTurnEnterFlow_Town13_Route1633_Weather12,base,784,0,0.0,784,0,0,77,0,784,784,100.0,100.0,0,0
SignalizedJunctionLeftTurnEnterFlow_Town13_Route1636_Weather15,base,576,0,0.0,0,576,0,79,79,288,288,50.0,50.0,0,0
SignalizedJunctionLeftTurnEnterFlow_Town13_Route657_Weather2,base,810,0,0.0,810,0,0,63,0,810,810,100.0,100.0,0,0
SignalizedJunctionLeftTurnEnterFlow_Town13_Route658_Weather8,base,576,0,0.0,576,0,0,73,0,576,576,100.0,100.0,0,0
SignalizedJunctionLeftTurnEnterFlow_Town13_Route659_Weather3,base,901,0,0.0,901,0,0,77,0,901,901,100.0,100.0,0,0
SignalizedJunctionLeftTurnEnterFlow_Town13_Route692_Weather8,base,652,0,0.0,0,652,0,92,92,326,326,50.0,50.0,0,0
SignalizedJunctionLeftTurnEnterFlow_Town13_Route719_Weather18,base,982,0,0.0,982,0,0,76,0,982,982,100.0,100.0,0,0
SignalizedJunctionLeftTurnEnterFlow_Town13_Route721_Weather19,base,644,0,0.0,644,0,0,90,0,644,644,100.0,100.0,0,0
SignalizedJunctionLeftTurnEnterFlow_Town15_Route498_Weather23,base,659,0,0.0,444,215,0,76,0,618,659,93.8,100.0,0,0
SignalizedJunctionLeftTurnEnterFlow_Town15_Route511_Weather9,base,736,0,0.0,736,0,0,74,0,736,736,100.0,100.0,0,0
SignalizedJunctionLeftTurnEnterFlow_Town15_Route529_Weather9,base,644,0,0.0,644,0,0,125,0,644,644,100.0,100.0,0,0
SignalizedJunctionLeftTurnEnterFlow_Town15_Route531_Weather11,base,706,0,0.0,477,229,0,85,0,661,706,93.6,100.0,0,0
SignalizedJunctionLeftTurnEnterFlow_Town15_Route536_Weather8,base,720,0,0.0,720,0,0,93,0,720,720,100.0,100.0,0,0
SignalizedJunctionLeftTurn_Town03_Route113_Weather26,base,2131,0,0.0,0,2131,0,81,0,963,2131,45.2,100.0,0,0
SignalizedJunctionLeftTurn_Town03_Route114_Weather6,base,1437,0,0.0,0,1437,0,76,0,635,1437,44.2,100.0,0,0
SignalizedJunctionLeftTurn_Town03_Route150_Weather26,base,1828,0,0.0,0,1828,0,67,0,833,1828,45.6,100.0,0,0
SignalizedJunctionLeftTurn_Town04_Route172_Weather8,base,2350,0,0.0,2077,273,0,82,0,2350,2350,100.0,100.0,0,0
SignalizedJunctionLeftTurn_Town04_Route173_Weather26,base,14053,0,0.0,9801,4252,0,64,0,14053,14053,100.0,100.0,0,0
SignalizedJunctionLeftTurn_Town04_Route174_Weather18,base,2330,0,0.0,2051,279,0,78,0,2330,2330,100.0,100.0,0,0
SignalizedJunctionLeftTurn_Town05_Route232_Weather23,base,3375,0,0.0,0,3375,0,81,81,0,0,0.0,0.0,0,0
SignalizedJunctionLeftTurn_Town05_Route233_Weather6,base,2763,0,0.0,0,2763,0,113,113,0,0,0.0,0.0,0,0
SignalizedJunctionLeftTurn_Town05_Route234_Weather7,base,2626,0,0.0,0,2626,0,0,0,0,0,0.0,0.0,0,0
SignalizedJunctionLeftTurn_Town05_Route267_Weather3,base,2602,0,0.0,0,2602,0,114,114,0,106,0.0,4.1,0,0
SignalizedJunctionLeftTurn_Town07_Route334_Weather26,base,910,0,0.0,173,737,0,80,80,584,584,64.2,64.2,0,0
SignalizedJunctionLeftTurn_Town07_Route336_Weather23,base,930,0,0.0,199,731,0,81,0,596,596,64.1,64.1,0,0
SignalizedJunctionLeftTurn_Town07_Route366_Weather2,base,1383,0,0.0,978,405,0,86,0,1141,1189,82.5,86.0,0,0
SignalizedJunctionLeftTurn_Town10HD_Route380_Weather21,base,1656,0,0.0,0,1656,0,78,78,0,0,0.0,0.0,0,0
SignalizedJunctionLeftTurn_Town10HD_Route381_Weather22,base,1812,0,0.0,0,1812,0,66,66,0,0,0.0,0.0,0,0
SignalizedJunctionLeftTurn_Town12_Route1470_Weather5,base,688,0,0.0,516,172,0,91,0,688,688,100.0,100.0,0,0
SignalizedJunctionLeftTurn_Town13_Route580_Weather26,base,838,0,0.0,838,0,0,64,0,838,838,100.0,100.0,0,0
SignalizedJunctionLeftTurn_Town13_Route581_Weather26,base,908,0,0.0,908,0,0,78,0,908,908,100.0,100.0,0,0
SignalizedJunctionLeftTurn_Town15_Route437_Weather26,base,608,0,0.0,608,0,0,113,0,608,608,100.0,100.0,0,0
SignalizedJunctionLeftTurn_Town15_Route471_Weather26,base,612,0,0.0,612,0,0,79,0,612,612,100.0,100.0,0,0
SignalizedJunctionRightTurn_Town03_Route118_Weather14,base,1269,0,0.0,0,1269,0,88,0,559,1269,44.1,100.0,0,0
SignalizedJunctionRightTurn_Town04_Route176_Weather20,base,2935,0,0.0,2011,924,0,77,0,2935,2935,100.0,100.0,0,0
SignalizedJunctionRightTurn_Town04_Route177_Weather13,base,4571,0,0.0,3925,646,0,82,0,4571,4571,100.0,100.0,0,0
SignalizedJunctionRightTurn_Town04_Route211_Weather3,base,3232,0,0.0,2215,1017,0,82,0,3232,3232,100.0,100.0,0,0
SignalizedJunctionRightTurn_Town07_Route338_Weather10,base,766,0,0.0,105,661,0,89,0,454,454,59.3,59.3,0,0
SignalizedJunctionRightTurn_Town07_Route339_Weather1,base,1876,0,0.0,1044,832,0,92,0,1322,1496,70.5,79.7,0,0
SignalizedJunctionRightTurn_Town12_Route803_Weather23,base,2202,0,0.0,0,2202,0,93,0,827,542,37.6,24.6,0,0
SignalizedJunctionRightTurn_Town12_Route805_Weather25,base,811,0,0.0,616,143,52,74,0,759,759,93.6,93.6,0,0
SignalizedJunctionRightTurn_Town13_Route583_Weather11,base,564,0,0.0,564,0,0,84,0,564,564,100.0,100.0,0,0
StaticCutIn_Town03_Route109_Weather1,base,910,0,0.0,0,910,0,0,0,601,801,66.0,88.0,0,0
StaticCutIn_Town03_Route110_Weather6,base,195,0,0.0,0,195,0,0,0,130,130,66.7,66.7,0,0
StaticCutIn_Town03_Route149_Weather19,base,273,0,0.0,0,273,0,0,0,168,252,61.5,92.3,0,0
StaticCutIn_Town03_Route158_Weather2,base,170,0,0.0,0,170,0,0,0,156,170,91.8,100.0,0,0
StaticCutIn_Town04_Route216_Weather8,base,882,0,0.0,612,270,0,0,0,882,882,100.0,100.0,0,0
StaticCutIn_Town05_Route226_Weather18,base,285,0,0.0,0,285,0,0,0,0,0,0.0,0.0,0,0
StaticCutIn_Town05_Route265_Weather5,base,282,0,0.0,0,282,0,0,0,0,0,0.0,0.0,0,0
StaticCutIn_Town06_Route287_Weather1,base,78,0,0.0,0,78,0,0,0,0,0,0.0,0.0,0,0
StaticCutIn_Town12_Route782_Weather2,base,794,0,0.0,597,168,29,0,0,765,765,96.3,96.3,0,0
StaticCutIn_Town13_Route563_Weather9,base,246,0,0.0,0,246,0,0,0,164,82,66.7,33.3,0,0
TJunction_Town01_Route90_Weather12,base,1721,0,0.0,0,1721,0,415,415,0,0,0.0,0.0,0,0
TJunction_Town01_Route91_Weather13,base,887,0,0.0,0,887,0,36,36,0,0,0.0,0.0,0,0
TJunction_Town02_Route97_Weather19,base,3282,0,0.0,0,3282,0,35,35,0,0,0.0,0.0,0,0
TJunction_Town05_Route259_Weather0,base,2801,0,0.0,0,2801,0,0,0,531,531,19.0,19.0,0,0
TJunction_Town05_Route260_Weather0,base,2656,0,0.0,0,2656,0,0,0,504,504,19.0,19.0,0,0
TJunction_Town05_Route261_Weather1,base,3790,0,0.0,0,3790,0,126,126,0,331,0.0,8.7,0,0
TJunction_Town06_Route304_Weather18,base,1590,0,0.0,0,1590,0,444,444,0,0,0.0,0.0,0,0
TJunction_Town06_Route305_Weather19,base,3580,0,0.0,0,3580,0,0,0,465,1102,13.0,30.8,0,0
TJunction_Town06_Route306_Weather20,base,1539,0,0.0,0,1539,0,428,428,0,0,0.0,0.0,0,0
TJunction_Town07_Route364_Weather0,base,1744,0,0.0,795,949,0,0,0,1151,1271,66.0,72.9,0,0
TJunction_Town07_Route365_Weather1,base,1719,0,0.0,0,1719,0,424,424,573,573,33.3,33.3,0,0
TJunction_Town12_Route1017_Weather3,base,2607,0,0.0,1036,1570,1,307,307,1772,1772,68.0,68.0,0,0
TJunction_Town12_Route926_Weather8,base,912,0,0.0,912,0,0,0,0,912,608,100.0,66.7,0,0
TJunction_Town12_Route927_Weather9,base,900,0,0.0,900,0,0,0,0,900,600,100.0,66.7,0,0
TJunction_Town13_Route652_Weather2,base,789,0,0.0,0,789,0,145,145,263,263,33.3,33.3,0,0
TJunction_Town13_Route654_Weather3,base,159,0,0.0,0,159,0,0,0,106,53,66.7,33.3,0,0
TJunction_Town13_Route655_Weather5,base,753,0,0.0,0,753,0,152,0,502,502,66.7,66.7,0,0
TJunction_Town15_Route456_Weather14,base,1362,0,0.0,0,1362,0,327,0,1362,908,100.0,66.7,0,0
TJunction_Town15_Route495_Weather1,base,1837,0,0.0,152,1685,0,411,0,1837,1301,100.0,70.8,0,0
TJunction_Town15_Route496_Weather2,base,1212,0,0.0,0,1212,0,305,305,404,0,33.3,0.0,0,0
TJunction_Town15_Route510_Weather8,base,300,0,0.0,0,300,0,0,0,100,0,33.3,0.0,0,0
VanillaNonSignalizedTurnEncounterStopsign_Town03_Route143_Weather13,base,1777,0,0.0,0,1777,0,0,0,790,1771,44.5,99.7,0,0
VanillaNonSignalizedTurnEncounterStopsign_Town03_Route144_Weather14,base,1264,0,0.0,0,1264,0,0,0,542,1256,42.9,99.4,0,0
VanillaNonSignalizedTurnEncounterStopsign_Town03_Route145_Weather15,base,87,0,0.0,0,87,0,0,0,39,81,44.8,93.1,0,0
VanillaNonSignalizedTurnEncounterStopsign_Town04_Route202_Weather20,base,6174,0,0.0,5162,1012,0,0,0,6174,6174,100.0,100.0,0,0
VanillaNonSignalizedTurnEncounterStopsign_Town04_Route203_Weather21,base,1634,0,0.0,1174,460,0,0,0,1634,1634,100.0,100.0,0,0
VanillaNonSignalizedTurnEncounterStopsign_Town05_Route256_Weather22,base,863,0,0.0,0,863,0,0,0,0,0,0.0,0.0,0,0
VanillaNonSignalizedTurnEncounterStopsign_Town05_Route257_Weather23,base,1940,0,0.0,0,1940,0,0,0,0,148,0.0,7.6,0,0
VanillaNonSignalizedTurnEncounterStopsign_Town05_Route258_Weather25,base,1449,0,0.0,0,1449,0,0,0,0,0,0.0,0.0,0,0
VanillaNonSignalizedTurnEncounterStopsign_Town07_Route361_Weather23,base,152,0,0.0,0,152,0,0,0,88,88,57.9,57.9,0,0
VanillaNonSignalizedTurnEncounterStopsign_Town12_Route16582_Weather23,weak,111,0,0.0,83,28,0,0,0,111,111,100.0,100.0,0,0
VanillaSignalizedTurnEncounterGreenLight_Town03_Route137_Weather7,base,2256,0,0.0,0,2256,0,305,0,1504,2256,66.7,100.0,0,0
VanillaSignalizedTurnEncounterGreenLight_Town03_Route139_Weather9,base,2286,0,0.0,0,2286,0,306,0,1524,2286,66.7,100.0,0,0
VanillaSignalizedTurnEncounterGreenLight_Town04_Route196_Weather14,base,2160,0,0.0,1946,214,0,20,0,2160,2160,100.0,100.0,0,0
VanillaSignalizedTurnEncounterGreenLight_Town04_Route197_Weather15,base,5793,0,0.0,5338,455,0,50,0,5793,5793,100.0,100.0,0,0
VanillaSignalizedTurnEncounterGreenLight_Town04_Route198_Weather8,base,2134,0,0.0,1923,211,0,20,0,2134,2134,100.0,100.0,0,0
VanillaSignalizedTurnEncounterGreenLight_Town05_Route250_Weather8,base,1819,0,0.0,0,1819,0,30,30,0,0,0.0,0.0,0,0
VanillaSignalizedTurnEncounterGreenLight_Town05_Route251_Weather9,base,2017,0,0.0,0,2017,0,77,77,0,0,0.0,0.0,0,0
VanillaSignalizedTurnEncounterGreenLight_Town05_Route252_Weather21,base,2136,0,0.0,0,2136,0,83,83,0,0,0.0,0.0,0,0
VanillaSignalizedTurnEncounterGreenLight_Town07_Route354_Weather8,base,1227,0,0.0,163,1064,0,148,0,695,695,56.6,56.6,0,0
VanillaSignalizedTurnEncounterGreenLight_Town07_Route355_Weather9,base,1191,0,0.0,167,1024,0,152,0,679,679,57.0,57.0,0,0
VanillaSignalizedTurnEncounterGreenLight_Town07_Route356_Weather18,base,598,0,0.0,120,478,0,25,25,392,392,65.6,65.6,0,0
VanillaSignalizedTurnEncounterGreenLight_Town10HD_Route386_Weather22,base,2407,0,0.0,0,2407,0,147,147,0,0,0.0,0.0,0,0
VanillaSignalizedTurnEncounterGreenLight_Town10HD_Route387_Weather23,base,2481,0,0.0,0,2481,0,154,154,0,0,0.0,0.0,0,0
VanillaSignalizedTurnEncounterGreenLight_Town10HD_Route392_Weather2,base,2480,0,0.0,0,2480,0,152,152,0,0,0.0,0.0,0,0
VanillaSignalizedTurnEncounterGreenLight_Town12_Route868_Weather10,base,3181,0,0.0,1593,1588,0,463,0,2220,2220,69.8,69.8,0,0
VanillaSignalizedTurnEncounterGreenLight_Town12_Route869_Weather11,base,456,0,0.0,334,93,29,24,0,427,427,93.6,93.6,0,0
VanillaSignalizedTurnEncounterGreenLight_Town12_Route871_Weather13,base,2216,0,0.0,2199,17,0,462,0,2216,2216,100.0,100.0,0,0
VanillaSignalizedTurnEncounterGreenLight_Town12_Route944_Weather8,base,6750,0,0.0,0,6750,0,460,0,2574,1592,38.1,23.6,0,0
VanillaSignalizedTurnEncounterGreenLight_Town13_Route642_Weather18,base,425,0,0.0,336,89,0,24,0,425,425,100.0,100.0,0,0
VanillaSignalizedTurnEncounterGreenLight_Town13_Route643_Weather19,base,996,0,0.0,0,996,0,213,0,996,996,100.0,100.0,0,0
VanillaSignalizedTurnEncounterGreenLight_Town15_Route451_Weather9,base,972,0,0.0,972,0,0,207,0,972,972,100.0,100.0,0,0
VanillaSignalizedTurnEncounterGreenLight_Town15_Route489_Weather21,base,400,0,0.0,400,0,0,27,0,400,400,100.0,100.0,0,0
VanillaSignalizedTurnEncounterGreenLight_Town15_Route490_Weather22,base,2574,0,0.0,1608,966,0,461,0,2144,2574,83.3,100.0,0,0
VanillaSignalizedTurnEncounterGreenLight_Town15_Route507_Weather13,base,1144,0,0.0,1144,0,0,248,0,1144,1144,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town03_Route140_Weather10,base,1244,0,0.0,0,1244,0,83,0,945,1244,76.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town03_Route141_Weather11,base,2620,0,0.0,0,2620,0,110,0,1255,2620,47.9,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town03_Route142_Weather12,base,3269,0,0.0,0,3269,0,121,0,1709,3235,52.3,99.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town04_Route199_Weather9,base,7055,0,0.0,4822,2233,0,156,0,7055,7055,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town04_Route200_Weather18,base,3902,0,0.0,3432,470,0,175,0,3902,3902,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town04_Route201_Weather19,base,7328,0,0.0,5018,2310,0,154,0,7328,7328,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town05_Route253_Weather19,base,2922,0,0.0,0,2922,0,89,89,0,0,0.0,0.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town05_Route254_Weather20,base,10820,0,0.0,0,10820,0,462,462,0,583,0.0,5.4,0,0
VanillaSignalizedTurnEncounterRedLight_Town05_Route255_Weather21,base,3078,0,0.0,0,3078,0,142,142,0,0,0.0,0.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town07_Route357_Weather19,base,1531,0,0.0,215,1316,0,152,0,873,873,57.0,57.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town07_Route358_Weather20,base,1558,0,0.0,222,1336,0,152,0,890,890,57.1,57.1,0,0
VanillaSignalizedTurnEncounterRedLight_Town07_Route359_Weather21,base,1523,0,0.0,215,1308,0,152,0,869,869,57.1,57.1,0,0
VanillaSignalizedTurnEncounterRedLight_Town10HD_Route24840_Weather26,weak,1430,0,0.0,0,1430,0,19,19,0,0,0.0,0.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town10HD_Route388_Weather23,base,2894,0,0.0,0,2894,0,179,179,0,0,0.0,0.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town10HD_Route389_Weather25,base,1903,0,0.0,0,1903,0,92,92,0,0,0.0,0.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town10HD_Route393_Weather3,base,2841,0,0.0,0,2841,0,161,161,0,0,0.0,0.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15458_Weather9,weak,2252,0,0.0,1689,563,0,488,0,2252,2252,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15462_Weather21,weak,1716,0,0.0,1287,429,0,318,0,1716,1716,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15466_Weather25,weak,1872,0,0.0,1423,437,12,317,0,1860,1860,99.4,99.4,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15467_Weather0,weak,1684,0,0.0,1684,0,0,318,0,1684,1684,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15473_Weather6,weak,2372,0,0.0,1779,593,0,512,0,2372,2372,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15485_Weather18,weak,978,0,0.0,674,185,119,89,0,859,859,87.8,87.8,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15488_Weather21,weak,660,0,0.0,660,0,0,127,0,660,660,100.0,100.0,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15493_Weather0,weak,4116,0,0.0,1764,2352,0,553,0,3528,2940,85.7,71.4,0,0
VanillaSignalizedTurnEncounterRedLight_Town12_Route15495_Weather2,weak,2352,0,0.0,1764,588,0,475,0,2352,2352,100.0,100.0,0,0
